timestep,intact_bonds,fragment_count,largest_fragment_particles,second_fragment_particles,single_particle_fragments
0,0,500,1,1,500
5000,5876,1,500,0,0
10000,5876,1,500,0,0
15000,5876,1,500,0,0
20000,5876,1,500,0,0
25000,5876,1,500,0,0
30000,5876,1,500,0,0
35000,5876,1,500,0,0
40000,5876,1,500,0,0
45000,5876,1,500,0,0
50000,5876,1,500,0,0
55000,5876,1,500,0,0
60000,5876,1,500,0,0
65000,5876,1,500,0,0
70000,5876,1,500,0,0
75000,5876,1,500,0,0
80000,5876,1,500,0,0
85000,5876,1,500,0,0
90000,5876,1,500,0,0
95000,5876,1,500,0,0
100000,5876,1,500,0,0
105000,5876,1,500,0,0
110000,5876,1,500,0,0
115000,5876,1,500,0,0
120000,5876,1,500,0,0
125000,5876,1,500,0,0
130000,5876,1,500,0,0
135000,5876,1,500,0,0
140000,5876,1,500,0,0
145000,5876,1,500,0,0
150000,5876,1,500,0,0
155000,5876,1,500,0,0
160000,5876,1,500,0,0
165000,5876,1,500,0,0
170000,5876,1,500,0,0
175000,5876,1,500,0,0
180000,5876,1,500,0,0
185000,5876,1,500,0,0
190000,5876,1,500,0,0
195000,5876,1,500,0,0
200000,5876,1,500,0,0
205000,5876,1,500,0,0
210000,5876,1,500,0,0
215000,5876,1,500,0,0
220000,5876,1,500,0,0
225000,5876,1,500,0,0
230000,5876,1,500,0,0
235000,5876,1,500,0,0
240000,5876,1,500,0,0
245000,5876,1,500,0,0
250000,5876,1,500,0,0
255000,5876,1,500,0,0
260000,5876,1,500,0,0
265000,5876,1,500,0,0
270000,5876,1,500,0,0
275000,5876,1,500,0,0
280000,5876,1,500,0,0
285000,5876,1,500,0,0
290000,5876,1,500,0,0
295000,5876,1,500,0,0
300000,5876,1,500,0,0
305000,5876,1,500,0,0
310000,5876,1,500,0,0
315000,5876,1,500,0,0
320000,5876,1,500,0,0
325000,5876,1,500,0,0
330000,5876,1,500,0,0
335000,5876,1,500,0,0
340000,5876,1,500,0,0
345000,5876,1,500,0,0
350000,5876,1,500,0,0
355000,5876,1,500,0,0
360000,5876,1,500,0,0
365000,5876,1,500,0,0
370000,5876,1,500,0,0
375000,5876,1,500,0,0
380000,5875,1,500,0,0
385000,5875,1,500,0,0
390000,5875,1,500,0,0
395000,5864,2,499,1,1
400000,5864,2,499,1,1
405000,5864,2,499,1,1
410000,5864,2,499,1,1
415000,5864,2,499,1,1
420000,5853,3,498,1,2
425000,5851,3,498,1,2
430000,5841,4,497,1,3
435000,5841,4,497,1,3
440000,5841,4,497,1,3
445000,5841,4,497,1,3
450000,5841,4,497,1,3
455000,5841,4,497,1,3
460000,5841,4,497,1,3
465000,5841,4,497,1,3
470000,5841,4,497,1,3
475000,5841,4,497,1,3
480000,5841,4,497,1,3
485000,5841,4,497,1,3
490000,5841,4,497,1,3
495000,5841,4,497,1,3
500000,5841,4,497,1,3
505000,5841,4,497,1,3
510000,5841,4,497,1,3
515000,5841,4,497,1,3
520000,5841,4,497,1,3
